Name	GenomeName	Genome
2508874432	Oscil6407DRAFT_00025510	2508501075
2509020457	Rleg4DRAFT_3628	2508501100
2509037507	Metfor_0546	2508501105
2509055165	AciM339_1371	2508501109
2509073278	ParpaJ40DRAFT_00041330	2508501113
2509076004	MicloDRAFT_00026490	2508501114
2509080809	DeipiDRAFT_00004100	2508501115
2509112911	SinteDRAFT_00059970	2508501122
2509126274	BurW3556DRAFT_00071150	2508501124
2509146418	BraARR65DRAFT_00001190	2508501128
2509359866	ParJ55DRAFT_00042100	2509276015
2509378298	SinTW10DRAFT_00040910	2509276019
2509428214	Syn6312_0173	2509276030
2509460928	ThisiDRAFT_1792	2509276036
2509551664	TresaDRAFT_2202	2509276055
2509713951	XfasoDRAFT_00011880	2509601014
2509740724	Desti_2782	2509601019
2509869333	SynarDRAFT_2935	2509601044
2510038798	FraQA3DRAFT_5727	2509887025
2510059734	SedOR43DRAFT_00033340	2509887033
2510077592	ThePKDRAFT_0956	2510065005
2510092772	Calag_0679	2510065009
2510100366	Gei7105DRAFT_1621	2510065011
2510248097	Bur5005DRAFT_2021	2510065045
2510265878	Opit5_1782	2510065049
2510296087	PsK12I2DRAFT_00046780	2510065055
2510302568	SINM1775DRAFT_00064940	2510065056
2510308947	SINM1022DRAFT_00063570	2510065057
2510319238	MESCI2DRAFT_00055950	2510065059
2510323932	RhoOR92DRAFT_00036270	2510065060
2510336333	LutJ29DRAFT_00008600	2510065063
2510341657	PseJ31DRAFT_00030960	2510065064
2510396146	PatmiDRAFT_2284	2510065083
2510417220	CarfeDRAFT_00005750	2510065088
2510435220	RhIBUNDRAFT_00064790	2510065092
2510909790	Pelub83DRAFT_0713	2510461079
2510921261	TerturDRAFT_04270	2510917000
2511460887	HTCC9022_00361	2511231041
2511462403	HTCC1013_00415	2511231042
2511464618	HTC8051_01219	2511231043
2511488937	AdhaqDRAFT_1881	2511231049
2511498664	SinAK58DRAFT_1921	2511231052
2512918172	Theru_0610	2512875013
2513005037	THIPADRAFT_0619	2512875033
2513189756	NitalDRAFT_3464	2513020036
2513221721	Desfe_R0029	2513020047
2513530495	Amy_06528	2513237078
2513563591	A19UDRAFT_04175	2513237083
2513574253	A19QDRAFT_06959	2513237084
2513581703	YSWDRAFT_07460	2513237085
2513588725	YSYDRAFT_07016	2513237086
2513601119	YY3DRAFT_06787	2513237088
2513607642	YU5DRAFT_06383	2513237089
2513621304	YU7DRAFT_06630	2513237091
2513624221	YU9DRAFT_02772	2513237092
2513638711	YUADRAFT_02004	2513237094
2513649183	YUEDRAFT_04031	2513237095
2513656207	YUGDRAFT_02545	2513237096
2513684809	YUKDRAFT_04380	2513237099
2513691458	YUMDRAFT_06575	2513237100
2513694649	YUODRAFT_03191	2513237101
2513702112	YUQDRAFT_03022	2513237102
2513714385	YUSDRAFT_07381	2513237103
2513716714	YUUDRAFT_02231	2513237104
2545824008	YWUDRAFT_03000	2513237121
2513818038	YW9DRAFT_02357	2513237123
2513836547	YWSDRAFT_0372	2513237133
2513852641	A3CKDRAFT_06527	2513237136
2513860691	A3AKDRAFT_05276	2513237137
2513871891	A3A1DRAFT_07356	2513237138
2513874198	A3AQDRAFT_01948	2513237139
2513887245	A3C9DRAFT_06775	2513237140
2513892484	A3AIDRAFT_05203	2513237141
2513900883	A3QWDRAFT_05427	2513237142
2513907433	A3CADRAFT_06351	2513237143
2513915007	A3C1DRAFT_07538	2513237144
2513917614	A3AMDRAFT_02611	2513237145
2513930752	A3C3DRAFT_07201	2513237146
2513969967	A3M7DRAFT_03683	2513237153
2513982452	A3GODRAFT_03746	2513237155
2513989243	A3C5DRAFT_06212	2513237156
2513990544	A39WDRAFT_00770	2513237157
2514002513	A3AYDRAFT_06379	2513237159
2514009275	A3C7DRAFT_06450	2513237160
2514010044	A3ASDRAFT_00721	2513237161
2514024988	A3A3DRAFT_07284	2513237162
2514038551	A3A9DRAFT_06057	2513237164
2514045901	A3AGDRAFT_05999	2513237165
2514055637	A3A7DRAFT_09560	2513237166
2558308202	A3GMDRAFT_10000	2514885007
2558308073	A37ODRAFT_10000	2515154018
2558308165	A3GADRAFT_10000	2515154022
2515275923	A3GUDRAFT_01876	2515154028
2515355327	A3E5DRAFT_1702	2515154055
2515368421	A3ECDRAFT_2160	2515154059
2515429956	B036DRAFT_05399	2515154070
2558308204	B045DRAFT_10000	2515154072
2558308043	B035DRAFT_10000	2515154074
2515454152	B060DRAFT_04570	2515154077
2515463107	B038DRAFT_05246	2515154079
2515480813	B051DRAFT_04050	2515154084
2515502768	B042DRAFT_04307	2515154089
2515528248	B046DRAFT_07082	2515154095
2515577271	B061DRAFT_07194	2515154102
2515600125	B072DRAFT_08412	2515154105
2515613563	B075DRAFT_06436	2515154107
2558308192	A3GKDRAFT_10000	2515154109
2515624407	B041DRAFT_00454	2515154112
2515639638	B052DRAFT_07585	2515154113
2515684887	B020DRAFT_05983	2515154122
2515692764	B025DRAFT_05880	2515154123
2558308074	B140DRAFT_10000	2515154131
2515744703	B028DRAFT_06983	2515154134
2558308028	B146DRAFT_10000	2515154138
2515789801	A3IGDRAFT_05574	2515154142
2515816056	A3G3DRAFT_02330	2515154147
2515822328	B079DRAFT_06250	2515154148
2515829304	B082DRAFT_06996	2515154149
2515836034	B100DRAFT_06697	2515154150
2515850468	B092DRAFT_02627	2515154154
2515860312	B142DRAFT_02278	2515154156
2515868986	B089DRAFT_02081	2515154159
2558308100	B144DRAFT_10000	2515154160
2558308244	B145DRAFT_10000	2515154161
2515898432	B080DRAFT_06677	2515154165
2515904923	B083DRAFT_06510	2515154166
2516029493	A37WDRAFT_03988	2515154190
2516052547	B161DRAFT_03086	2515154196
2516062686	A3ICDRAFT_10149	2515154197
2516136062	B158DRAFT_2548	2515154212
2516142116	B148DRAFT_2309	2515154214
2516236146	ThithiDRAFT_1309	2516143028
2516391088	SphmelDRAFT_1226	2516143104
2516428712	B086DRAFT_02040	2516143114
2516451184	B101DRAFT_06470	2516143117
2516477419	A3QGDRAFT_0467	2516143128
2516552796	Met42DRAFT_2223	2516493012
2516628666	NitteDRAFT_0417	2516493030
2516914337	BrageDRAFT_8593	2516653048
2516918594	SpopoDRAFT_3394	2516653049
2516924205	A3OUDRAFT_3726	2516653050
2516989386	A3OQDRAFT_0724	2516653063
2517031811	Hyp802DRAFT_0569	2516653076
2517103102	B370DRAFT_02699	2517093001
2545824004	B091DRAFT_02500	2517093002
2517131765	SalloDRAFT_2010	2517093009
2517174261	Syn9616DRAFT_1927	2517093019
2517403455	A3OODRAFT_2322	2517287028
2517418625	A3Q7DRAFT_2529	2517287031
2558308248	B143DRAFT_10000	2517487021
2517745595	C934DRAFT_06196	2517572096
2517748671	C996DRAFT_00417	2517572098
2517783527	C935DRAFT_00241	2517572108
2517786755	D001DRAFT_00938	2517572109
2517789122	D002DRAFT_00581	2517572110
2517791401	C997DRAFT_00243	2517572111
2517796043	C999DRAFT_02325	2517572112
2517798270	C998DRAFT_01906	2517572113
2517800523	D000DRAFT_01341	2517572114
2517802204	D105DRAFT_00352	2517572115
2517805442	D107DRAFT_00782	2517572116
2517809382	D106DRAFT_02051	2517572117
2517811256	D103DRAFT_01090	2517572118
2517814615	D108DRAFT_01783	2517572119
2517830120	C563DRAFT_04167	2517572123
2517834476	C567DRAFT_04374	2517572124
2517887728	BraelDRAFT_0421	2517572143
2517911868	C507DRAFT_03962	2517572147
2518019205	C593DRAFT_05116	2517572167
2518030895	A37ADRAFT_1889	2517572174
2518085309	D329DRAFT_06250	2517572190
2518170634	C936DRAFT_0957	2517572217
2518172818	C937DRAFT_0285	2517572218
2518181539	D003DRAFT_0689	2517572221
2518185483	A3E3DRAFT_1944	2517572222
2518214015	D460DRAFT_06370	2517572231
2518251718	C512DRAFT_01808	2517572240
2518252010	CycpuDRAFT_0252	2517572241
2518264824	C502DRAFT_03502	2517572243
2518273705	D461DRAFT_06580	2517572245
2518285078	C514DRAFT_1953	2517572248
2518368680	D574DRAFT_00794	2518285527
2518372410	D579DRAFT_01556	2518285528
2518374856	D577DRAFT_01165	2518285529
2518376473	D572DRAFT_00081	2518285530
2518380709	D575DRAFT_01579	2518285531
2518381924	D573DRAFT_00082	2518285532
2518385136	D571DRAFT_00551	2518285533
2518387330	D578DRAFT_00037	2518285534
2518397510	D581DRAFT_07287	2518285535
2518403796	D583DRAFT_06303	2518285536
2518404042	D580DRAFT_00246	2518285537
2518632223	D893DRAFT_01305	2518285608
2518910016	F468DRAFT_00591	2518645583
2518948858	F469DRAFT_04854	2518645591
2518953392	F470DRAFT_04522	2518645592
2518981580	F472DRAFT_04524	2518645598
2518984132	F476DRAFT_02550	2518645599
2518996065	F474DRAFT_04517	2518645601
2519001822	F452DRAFT_02069	2518645603
2519021142	F601DRAFT_02392	2518645609
2519031769	F568DRAFT_04366	2518645611
2519053302	YW7DRAFT_07222	2518645617
2558308230	D889DRAFT_10000	2518645619
2545824001	C229DRAFT_06000	2518645623
2519139604	F814DRAFT_00552	2519103013
2519142338	F790DRAFT_00612	2519103014
2519153435	F793DRAFT_02359	2519103016
2519184772	F466DRAFT_0851	2519103025
2519191649	F467DRAFT_0859	2519103027
2519261116	F550DRAFT_1509	2519103046
2558308076	F624DRAFT_10000	2519103180
2519823892	F609DRAFT_07800	2519103181
2519939134	F455DRAFT_1083	2519899509
2519948110	G010DRAFT_3825	2519899511
2519956535	F465DRAFT_0285	2519899515
2520433622	G363DRAFT_02569	2519899631
2520433894	G332DRAFT_00022	2519899632
2520443363	G369DRAFT_06978	2519899633
2520455409	G367DRAFT_04441	2519899636
2520481251	G368DRAFT_05826	2519899642
2520487346	F788DRAFT_00551	2519899644
2520491718	G372DRAFT_02253	2519899645
2520494586	F786DRAFT_02445	2519899646
2520518136	G002DRAFT_02431	2519899651
2520553927	F620DRAFT_00364	2519899666
2520556993	F573DRAFT_00567	2519899667
2520563316	H037DRAFT_04072	2519899668
2520571327	G011DRAFT_05904	2519899670
2520573487	F816DRAFT_02167	2519899671
2558308008	C505DRAFT_10000	2519899678
2520607786	F563DRAFT_03900	2519899683
2520616649	F566DRAFT_06177	2519899685
2520621557	F815DRAFT_00502	2519899687
2520627324	F552DRAFT_03513	2519899688
2520631044	F813DRAFT_01416	2519899690
2520639399	F802DRAFT_01681	2519899693
2520641276	F811DRAFT_00834	2519899694
2520648427	F801DRAFT_00086	2519899697
2521384365	G335DRAFT_2283	2521172540
2521387982	G333DRAFT_2673	2521172542
2521389130	G317DRAFT_0971	2521172543
2521391045	G315DRAFT_0081	2521172544
2521437645	G374DRAFT_1090	2521172559
2521441314	G370DRAFT_0097	2521172560
2521450884	G331DRAFT_2102	2521172563
2521629489	G342DRAFT_0890	2521172615
2521668990	H282DRAFT_04544	2521172624
2521674844	H281DRAFT_05861	2521172625
2521702424	H290DRAFT_05384	2521172629
2558308126	H146DRAFT_10000	2521172634
2521752272	H159DRAFT_02558	2521172640
2521793373	H160DRAFT_06422	2521172646
2521799738	H140DRAFT_02718	2521172648
2521816831	F626DRAFT_05672	2521172653
2558308099	H277DRAFT_10000	2521172654
2521833171	F614DRAFT_02658	2521172657
2521835259	F572DRAFT_01957	2521172658
2521836657	F627DRAFT_00395	2521172659
2521843581	F632DRAFT_04202	2521172660
2521854739	F580DRAFT_04601	2521172662
2521860404	F618DRAFT_00434	2521172664
2521863607	F616DRAFT_00701	2521172665
2521866871	F622DRAFT_01132	2521172666
2521881532	F589DRAFT_02784	2521172669
2521895950	F587DRAFT_06420	2521172671
2521905461	F791DRAFT_0761	2521172674
2521908823	F792DRAFT_1484	2521172675
2521966970	G015DRAFT_0039	2521172693
2521970126	F812DRAFT_0459	2521172694
2522237763	F574DRAFT0304	2522125060
2522240990	G003DRAFT0682	2522125061
2522298602	H142DRAFT0168	2522125083
2522337852	RHOOR444DRAFT_00144	2522125097
2522366323	F787DRAFT_01962	2522125115
2522466918	F623DRAFT_0749	2522125138
2522505960	H283DRAFT0372	2522125155
2522512543	G020DRAFT_02309	2522125156
2522554553	F578DRAFT_0822	2522125169
2522560958	F579DRAFT_1441	2522125171
2522564480	F628DRAFT_2041	2522125172
2522567272	H284DRAFT_1908	2522125173
2522571608	H174DRAFT2271	2522125174
2522771915	D888DRAFT_2277	2522572047
2522792649	H347DRAFT_0282	2522572063
2522922879	H963DRAFT_03734	2522572103
2522998464	H981DRAFT_03674	2522572128
2523006602	H291DRAFT_0732	2522572130
2523085380	F817DRAFT_1991	2522572153
2523090987	H958DRAFT_03110	2522572155
2523124057	G508DRAFT_03650	2522572162
2523184412	G552DRAFT_02771	2522572180
2523204148	G409DRAFT_03850	2522572190
2523219614	H030DRAFT_3743	2522572195
2523262781	H976DRAFT_03582	2523231010
2523270720	H952DRAFT_1260	2523231013
2523277639	G460DRAFT_0246	2523231017
2523327502	G453DRAFT_04253	2523231030
2523339443	G566DRAFT_0730	2523231034
2523419750	C995DRAFT_0854	2523231052
2523429429	G521DRAFT_3127	2523231054
2523432983	G469DRAFT_1541	2523231056
2523447539	G525DRAFT_03922	2523231061
2523471944	G524DRAFT_00989	2523231068
2523478370	G555DRAFT_01811	2523231070
2523519648	H025DRAFT_02492	2523231083
2523526266	D886DRAFT_03651	2523231084
2523575025	D882DRAFT_06166	2523533507
2523666753	H608DRAFT_00942	2523533530
2523702752	H560DRAFT_04118	2523533536
2523706193	G404DRAFT_03446	2523533537
2523711689	H588DRAFT_03287	2523533539
2523715528	G514DRAFT_00371	2523533541
2545824027	H621DRAFT_05500	2523533545
2558308159	G512DRAFT_10000	2523533556
2523775625	H536DRAFT_04395	2523533557
2523810706	H038DRAFT_0491	2523533568
2523847645	H563DRAFT_01695	2523533581
2523851279	G405DRAFT_2510	2523533582
2523866695	G336DRAFT_01311	2523533587
2523868183	F795DRAFT_00269	2523533589
2523898322	H609DRAFT_01290	2523533598
2523906775	G502DRAFT_2777	2523533601
2523920437	H601DRAFT_02917	2523533606
2523923677	G507DRAFT_03214	2523533607
2523948109	H346DRAFT_01890	2523533613
2523955329	H599DRAFT_03689	2523533615
2523966921	H529DRAFT_00756	2523533618
2523977902	H526DRAFT_05602	2523533620
2523985042	H628DRAFT_01447	2523533622
2558308196	H515DRAFT_10000	2523533623
2558308158	G511DRAFT_10000	2523533624
2523995415	G457DRAFT_03548	2523533625
2558308205	H520DRAFT_10000	2523533627
2558308092	H589DRAFT_10000	2523533628
2524006743	H562DRAFT_2484	2523533629
2524007183	G581DRAFT_0128	2523533630
2558308163	H579DRAFT_10000	2524023058
2524103987	H527DRAFT_04148	2524023059
2524195643	H593DRAFT_03619	2524023130
2524210919	G564DRAFT_03432	2524023136
2524217332	H602DRAFT_03525	2524023138
2524222199	G580DRAFT_01434	2524023142
2524230095	G456DRAFT_03998	2524023144
2524233513	G492DRAFT_03417	2524023145
2524235414	H555DRAFT_01342	2524023146
2524245471	G569DRAFT_06222	2524023148
2524249863	H508DRAFT_1917	2524023149
2524253949	H516DRAFT_3321	2524023150
2524265778	G560DRAFT_03392	2524023154
2524314346	H041DRAFT_04320	2524023168
2524371567	H521DRAFT_03951	2524023187
2524432650	G478DRAFT_01590	2524023203
2524438933	K289DRAFT_03518	2524023205
2524448167	K419DRAFT_04213	2524023206
2524463472	K290DRAFT_06512	2524023209
2524466623	K288DRAFT_03089	2524023210
2524535393	K359DRAFT_02534	2524023228
2524572737	F564DRAFT_03558	2524023241
2524607002	H570DRAFT_0896	2524023249
2558308032	G473DRAFT_10000	2524023250
2524664515	K340DRAFT_00840	2524614512
2524671715	K311DRAFT_02873	2524614513
2524842934	G523DRAFT_3409	2524614539
2524849095	K354DRAFT_02673	2524614541
2524870401	K409DRAFT_00566	2524614545
2524877696	K408DRAFT_00497	2524614546
2524892410	G449DRAFT_0303	2524614548
2524897803	K941DRAFT_02514	2524614551
2524906666	H305DRAFT_08745	2524614552
2524912766	C234DRAFT_02955	2524614554
2524930711	F593DRAFT_04189	2524614558
2524953474	F567DRAFT_04802	2524614562
2525046796	K379DRAFT_06386	2524614581
2525049946	G528DRAFT_03161	2524614582
2525123953	G499DRAFT_0133	2524614599
2525142008	G549DRAFT_3367	2524614608
2525218594	G498DRAFT_02801	2524614632
2525248878	F607DRAFT_04783	2524614643
2558308113	G526DRAFT_10000	2524614644
2525267963	G570DRAFT_0308	2524614649
2525324217	H611DRAFT_0004	2524614665
2525335966	H575DRAFT_01802	2524614668
2525361215	B084DRAFT_07533	2524614673
2525379776	K315DRAFT_0090	2524614678
2525397240	G629DRAFT_01963	2524614683
2525404672	G598DRAFT_03085	2524614686
2525453692	G614DRAFT_03082	2524614699
2525542647	G481DRAFT_04455	2524614723
2525550761	G529DRAFT_3052	2524614725
2525552955	F569DRAFT_2197	2524614726
2525565825	K375DRAFT_07276	2524614730
2525567658	G444DRAFT_01833	2524614731
2525572966	G411DRAFT_3530	2524614733
2525722421	G557DRAFT_0945	2524614761
2525747644	G583DRAFT_1506	2524614768
2525858126	G391DRAFT_0065	2524614798
2525877923	K314DRAFT_01970	2524614804
2525883819	G489DRAFT_02235	2524614806
2558308212	G322DRAFT_10000	2524614867
2526100897	F820DRAFT_02264	2524614868
2526151753	H979DRAFT_1075	2524614882
2526161903	K330DRAFT_1088	2524614884
2526214176	G474DRAFT_03693	2526164512
2558308193	K333DRAFT_10000	2526164514
2558308197	K335DRAFT_10000	2526164516
2526243246	G606DRAFT_0089	2526164523
2558308114	G527DRAFT_10000	2526164525
2526276673	F629DRAFT_03831	2526164530
2558308085	H585DRAFT_10000	2526164711
2527079290	B026DRAFT_04377	2526164713
2527181420	H567DRAFT_01452	2526164742
2527247865	K225DRAFT_03975	2526164764
2528588254	H592DRAFT_01460	2528311092
2528601926	HALJEDRAFT_02805	2528311097
2528724356	K940DRAFT_05033	2528311129
2528767153	L215DRAFT_01364	2528311143
2528849417	K287DRAFT_00868	2528768022
2529010547	K344DRAFT_00558	2528768146
2529291709	K396DRAFT_03786	2528768237
2529385958	K410DRAFT_1108	2529292555
2529394115	H530DRAFT_2059	2529292556
2558308072	A3EADRAFT_10000	2529292557
2529465063	M030DRAFT_04614	2529292577
2529487945	M032DRAFT_0926	2529292583
2537544668	F800DRAFT_0141	2534682365
2558308214	L882DRAFT_10000	2540341198
2540961303	P695DRAFT_00115	2540341223
2540962330	P694DRAFT_00136	2540341224
2540999374	F639DRAFT_04792	2540341236
2541005575	K407DRAFT_01618	2540341238
2541014154	G346DRAFT_0063	2540341242
2545584691	F586DRAFT_03472	2545555812
2545670417	L864DRAFT_0735	2545555831
2545718360	B139DRAFT_1738	2545555844
2545746212	L880DRAFT_06147	2545555856
2545760080	T324DRAFT_02344	2545555860
2545768436	T428DRAFT_00454	2545555864
2545775266	T431DRAFT_00137	2545555866
2545850327	N443DRAFT_01110	2545824508
2545872778	P693DRAFT_0752	2545824514
2545992959	G359DRAFT_4011	2545824543
2546039261	N434DRAFT_04928	2545824552
2546083318	N428DRAFT_00621	2545824562
2546088874	N436DRAFT_00620	2545824563
2546097622	K415DRAFT_3814	2545824564
2546127620	N430DRAFT_05025	2545824569
2546146201	U744DRAFT_00582	2545824614
2546898974	L870DRAFT_03166	2546825524
2546931419	N551DRAFT_02241	2546825533
2548755800	N441DRAFT_0355	2547132468
2548761246	L881DRAFT_0249	2547132470
2548850471	O149DRAFT_1071	2547132513
2548869042	N534DRAFT_0001	2547132518
2551284699	U746DRAFT_0002	2548877166
2556834960	K257DRAFT_1618	2556793013
2556854447	M015DRAFT_3445	2556793019
2556957013	Q331DRAFT_03747	2556921008
2568525519	Q358DRAFT_10000	2556921012
2556999159	N547DRAFT_02729	2556921018
2557116747	N549DRAFT_03309	2556921042
2557134290	N904DRAFT_02983	2556921045
2568525547	Q387DRAFT_10000	2556921094
2557406340	O148DRAFT_01770	2556921096
2557451073	N539DRAFT_1335	2556921109
2557465064	Q335DRAFT_1733	2556921113
2558103042	Q397DRAFT_03985	2556921622
2558107425	Q327DRAFT_00523	2556921624
2558111850	T331DRAFT_03265	2556921625
2558121872	T380DRAFT_00635	2556921632
2558122136	T384DRAFT_00178	2556921633
2568525538	Q378DRAFT_10000	2556921648
2568525520	Q376DRAFT_10000	2556921652
2558268056	T367DRAFT_04109	2556921666
2558289354	O146DRAFT_0128	2556921672
2558297957	N530DRAFT_0025	2556921675
2558305366	N541DRAFT_4067	2556921676
2558312335	Q390DRAFT_03342	2558309000
2558676942	M031DRAFT_2657	2558309101
2558677502	Q344DRAFT_0195	2558309102
2558682182	Q395DRAFT_0320	2558309103
2558693604	BT98DRAFT_04495	2558309106
2558851070	N511DRAFT_0001	2558309150
2558958900	T540DRAFT_01792	2558860129
2559031894	N540DRAFT_3669	2558860160
2559043134	Q346DRAFT_0718	2558860163
2559044536	N538DRAFT_0364	2558860165
2561417436	N550DRAFT_5352	2558860968
2561446802	Q388DRAFT_04022	2558860976
2561484098	N655DRAFT_0685	2558860986
2561509848	Q385DRAFT_0704	2558860995
2561771856	T401DRAFT_00535	2561511058
2561773871	T374DRAFT_01882	2561511059
2561985056	T351DRAFT_0382	2561511071
2561996274	T403DRAFT_00084	2561511076
2561997657	T395DRAFT_00635	2561511077
2561998310	T386DRAFT_00641	2561511078
2568525531	T405DRAFT_10000	2561511083
2562029492	Q343DRAFT_0001	2561511089
2562052127	Q333DRAFT_0568	2561511096
2562189425	N554DRAFT_05419	2561511129
2562215732	Q368DRAFT_02420	2561511137
2562541450	G384DRAFT_0140	2561511224
2562556030	P773DRAFT_0916	2561511228
2562583929	T383DRAFT_0708	2561511236
2562584597	O147DRAFT_0650	2561511237
2562591108	P769DRAFT_0619	2561511239
2562818841	U742DRAFT_3209	2562617052
2563353784	T507DRAFT_02714	2562617195
2563359959	K217DRAFT_0381	2562617198
2563373179	T531DRAFT_0034	2563366502
2563400044	K393DRAFT_08050	2563366508
2563421416	BR31DRAFT_05351	2563366512
2563438838	BR33DRAFT_05855	2563366515
2563550426	T336DRAFT_04930	2563366540
2563557721	T397DRAFT_0037	2563366544
2563785352	K392DRAFT_4820	2563366720
2576860722	BS55DRAFT_10000	2563366725
2576860712	BP92DRAFT_10000	2563366726
2563835217	T519DRAFT_0138	2563366735
2563853767	BR48DRAFT_0372	2563366739
2565994113	BP07DRAFT_0066	2565956510
2566005289	BS36DRAFT_0137	2565956514
2566043159	BO26DRAFT_04366	2565956522
2566052449	BP26DRAFT_04696	2565956524
2566056637	BS13DRAFT_1071	2565956526
2566075428	T385DRAFT_0636	2565956532
2568503865	BS69DRAFT_1979	2565957137
2568538797	BP04DRAFT_02929	2568526003
2568554321	BR08DRAFT_02903	2568526008
2571060503	Q392DRAFT_06273	2571042002
2571098663	Q363DRAFT_00821	2571042012
2572198110	BO57DRAFT_02850	2571042348
2572252942	BO84DRAFT_2292	2571042364
2574175180	BO36DRAFT_0297	2571042921
2574179505	T502DRAFT_1697	2571042922
2574183475	LocusTagPrefixbiosample_idSAMN02616004BP68DRA	2574179700
2574186385	BO38DRAFT_02899	2574179701
2574203497	BP82DRAFT_01582	2574179706
2574215669	BR46DRAFT_02449	2574179708
2574263376	P897DRAFT_1414	2574179721
2574316706	BO59DRAFT_04450	2574179734
2574320379	BP08DRAFT_03679	2574179735
2574331272	N689DRAFT_2372	2574179739
2574348263	BR63DRAFT_02045	2574179745
2574351751	BS11DRAFT_01759	2574179746
2574370381	BS29DRAFT_2682	2574179751
2574412050	BR61DRAFT_03783	2574179763
2574433532	BR51DRAFT_04557	2574179768
2574445121	CC99DRAFT_01179	2574179772
2574460525	U743DRAFT_3016	2574179776
2576793530	DL86DRAFT_02012	2574180437
2576850803	BO47DRAFT_05975	2574180450
2576858326	BR09DRAFT_03201	2574180452
2578259387	U740DRAFT_0436	2576861398
2578270163	BO37DRAFT_0081	2576861402
2578275499	BS10DRAFT_1499	2576861403
2578317105	BP76DRAFT_04832	2576861418
2579724585	DL88DRAFT_03863	2576861816
2579835325	EI34DRAFT_1832	2579778516
2582506347	BO31DRAFT_0560	2579779151
2582521434	EI58DRAFT_2718	2579779157
2582527509	CC87DRAFT_1569	2579779159
2582548358	BR85DRAFT_0173	2579779165
2582558244	GY40DRAFT_0424	2579779168
2582569453	DM07DRAFT_2289	2579779170
2582580871	F462DRAFT_0372	2582580500
2582591839	BS33DRAFT_3378	2582580503
2583131089	EJ91DRAFT_00531	2582580729
2583135832	EJ49DRAFT_02414	2582580730
2583194970	EJ54DRAFT_02311	2582580746
2585032410	EK16DRAFT_0944	2582581242
2585047823	DL91DRAFT_2038	2582581250
2585084558	EK13DRAFT_03230	2582581260
2585099388	EJ11DRAFT_03891	2582581264
2585125612	EK03DRAFT_02328	2582581272
2585145756	EW65DRAFT_04823	2582581278
2585169922	EW95DRAFT_05744	2582581283
2585227592	EX12DRAFT_07072	2582581298
2585234050	EX02DRAFT_06462	2582581299
2585270543	EX08DRAFT_06161	2582581306
2585276807	EX03DRAFT_06273	2582581307
2585283836	EW96DRAFT_07023	2582581308
2585292232	EX20DRAFT_02430	2582581311
2585302572	EW57DRAFT_06738	2582581312
2585336730	EW94DRAFT_07420	2582581316
2585346169	EI57DRAFT_05622	2582581318
