Name	GenomeName	Genome
2505875888	CelJ34_0069.00000010	2505679049
2505880273	CupJ11_0067.00000020	2505679050
2505895934	LutJ16_0033.00000340	2505679055
2505900997	MesJ18_0007.00001610	2505679056
2505906758	NocJ9_0044.00000350	2505679058
2505930773	PseJ19_0129.00000010	2505679064
2505939058	RhoJ38_0009.00001790	2505679065
2505940021	RhoJ45_0011.00001820	2505679066
2505940210	RhoJ45_0012.00001770	2505679066
2505952464	Isova_R0023	2505679068
2505953329	Isova_R0045	2505679068
2505953982	Isova_R0057	2505679068
2505978246	Ththe16_R0014	2505679077
2505979786	Ththe16_R0047	2505679077
2505980268	Rhom172_R0006	2505679078
2505991429	Sph21_R0009	2505679080
2505991652	Sph21_R0015	2505679080
2505993824	Sph21_R0034	2505679080
2505996404	Sph21_R0068	2505679080
2506002855	Psefu_R0001	2505679082
2506003270	Psefu_R0009	2505679082
2506003524	Psefu_R0019	2505679082
2506005284	Psefu_R0042	2505679082
2506008076	HydSHO_R0033	2505679083
2506008578	HydSHO_R0046	2505679083
2506046078	Cfi_0001.00038240	2505679089
2506047202	Cfi_0001.00038290	2505679089
2506094584	Desca_R0001	2505679104
2506094758	Desca_R0014	2505679104
2506095016	Desca_R0027	2505679104
2506095121	Desca_R0037	2505679104
2506095383	Desca_R0047	2505679104
2506095603	Desca_R0054	2505679104
2506096597	Desca_R0079	2505679104
2506096604	Desca_R0082	2505679104
2506227126	Marme_R0005	2506210002
2506227598	Marme_R0022	2506210002
2506229834	Marme_R0073	2506210002
2506230087	Marme_R0083	2506210002
2506230500	Marme_R0088	2506210002
2506230673	Marme_R0095	2506210002
2506230917	Marme_R0098	2506210002
2506231469	Mar181_R0001	2506210003
2506231846	Mar181_R0019	2506210003
2506231897	Mar181_R0027	2506210003
2506232849	Mar181_R0054	2506210003
2506233805	Mar181_R0087	2506210003
2506234491	Mar181_R0095	2506210003
2506234539	Mar181_R0100	2506210003
2506234641	Mar181_R0107	2506210003
2506240128	Sulth_R0037	2506210005
2506240133	Sulth_R0040	2506210005
2506240146	Sulth_R0043	2506210005
2506240313	Sulth_R0047	2506210005
2506241397	Sulth_R0061	2506210005
2506242397	Sulth_R0071	2506210005
2506350421	MicvaDRAFT_R0025	2506210028
2506377744	HydHO_R0033	2506210034
2506378246	HydHO_R0046	2506210034
2506379412	Hyd3684_R0033	2506210035
2506379913	Hyd3684_R0046	2506210035
2506443505	FrEUN1f_R0053	2506381019
2506445051	FrEUN1f_R0014	2506381019
2506446045	FrEUN1f_R0022	2506381019
2506463058	Spith_R0008	2506381022
2506463931	Spith_R0033	2506381022
2506474584	Metlim_R0022	2506381025
2506486974	Emtol_R0017	2506485001
2506487567	Emtol_R0026	2506485001
2506492397	Ana7108_R0028	2506485002
2506494249	Ana7108_R0047	2506485002
2506494484	Ana7108_R0053	2506485002
2506503971	Calla_R0030	2506485007
2506504885	Calla_R0048	2506485007
2506505084	Calla_R0051	2506485007
2506576234	SerAS9_R0007	2506520007
2506576275	SerAS9_R0015	2506520007
2506576850	SerAS9_R0035	2506520007
2506580037	SerAS9_R0088	2506520007
2506580707	SerAS9_R0102	2506520007
2506580975	SerAS9_R0109	2506520007
2506581096	SerAS9_R0113	2506520007
2506581372	SerAS12_R0007	2506520008
2506581413	SerAS12_R0015	2506520008
2506581988	SerAS12_R0035	2506520008
2506585176	SerAS12_R0088	2506520008
2506585846	SerAS12_R0102	2506520008
2506586114	SerAS12_R0109	2506520008
2506586235	SerAS12_R0113	2506520008
2506586510	SerAS13_R0007	2506520009
2506586552	SerAS13_R0016	2506520009
2506587128	SerAS13_R0036	2506520009
2506590315	SerAS13_R0088	2506520009
2506590985	SerAS13_R0102	2506520009
2506591253	SerAS13_R0109	2506520009
2506591374	SerAS13_R0113	2506520009
2506597762	Spi9445_R0007	2506520011
2506600536	Spi9445_R0038	2506520011
2506601970	TOPB45_R0012	2506520012
2506606185	Turpa_R0023	2506520013
2506607106	Turpa_R0040	2506520013
2506608596	Spi6313_R0013	2506520014
2506609383	Spi6313_R0026	2506520014
2506612333	Sulac_R0010	2506520015
2506612428	Sulac_R0014	2506520015
2506612434	Sulac_R0017	2506520015
2506615039	Sulac_R0058	2506520015
2506615044	Sulac_R0061	2506520015
2506616753	Niako_R0011	2506520016
2506620827	Niako_R0050	2506520016
2506620962	Niako_R0056	2506520016
2506646566	Mucpa_R0017	2506520020
2506649073	Mucpa_R0032	2506520020
2506649461	Mucpa_R0037	2506520020
2506650640	Mucpa_R0057	2506520020
2506688871	Halxa_R0014	2506520034
2506689757	Halxa_R0033	2506520034
2506691180	Halxa_R0047	2506520034
2506697977	Entcl_R0003	2506520036
2506698720	Entcl_R0024	2506520036
2506701145	Entcl_R0073	2506520036
2506701774	Entcl_R0084	2506520036
2506701818	Entcl_R0093	2506520036
2506701914	Entcl_R0104	2506520036
2506702043	Entcl_R0108	2506520036
2506702513	EschW_0418	2506520037
2506705156	EschW_3061	2506520037
2506705759	EschW_3664	2506520037
2506705798	EschW_3703	2506520037
2506705975	EschW_3880	2506520037
2506706069	EschW_3974	2506520037
2506706585	EschW_4490	2506520037
2506707427	Rahaq_0402	2506520038
2506707794	Rahaq_0769	2506520038
2506707984	Rahaq_0959	2506520038
2506711249	Rahaq_4224	2506520038
2506711287	Rahaq_4262	2506520038
2506711429	Rahaq_4404	2506520038
2506711544	Rahaq_4519	2506520038
2506712530	Metfo_0387	2506520039
2506713366	Metfo_1223	2506520039
2506715469	ChY396_1205	2506520040
2506716700	ChY396_2436	2506520040
2506718124	ChY396_3860	2506520040
2506718621	R2APBS1_0388	2506520041
2506722075	R2APBS1_3842	2506520041
2506723703	Rhoma_1508	2506520042
2506725681	Thith_0522	2506520043
2506730035	Natoc_1319	2506520044
2506730466	Natoc_1750	2506520044
2506731255	Natoc_2539	2506520044
2506732556	Natoc_3840	2506520044
2506735124	Lepgl_2036	2506520045
2506735268	Lepgl_2180	2506520045
2506736934	Aquba_1607	2506520046
2506737135	Aquba_1808	2506520046
2506737556	Aquba_2229	2506520046
2506740394	Aquba_5067	2506520046
2506740454	B1NLA3E_0008	2506520047
2506740477	B1NLA3E_0031	2506520047
2506740535	B1NLA3E_0089	2506520047
2506740547	B1NLA3E_0101	2506520047
2506740629	B1NLA3E_0183	2506520047
2506740691	B1NLA3E_0245	2506520047
2506740829	B1NLA3E_0383	2506520047
2506740832	B1NLA3E_0386	2506520047
2506741236	B1NLA3E_0790	2506520047
2506742721	B1NLA3E_2275	2506520047
2506742885	B1NLA3E_2439	2506520047
2506744357	B1NLA3E_3911	2506520047
2506747183	Syn7336_R0021	2506520048
2506748035	Syn7336_R0028	2506520048
2506752865	Thini_R0028	2506520049
2506753518	Thini_R0039	2506520049
2506757418	Myrod_R0068	2506520050
2506845333	Niaso_1903	2506783006
2506847301	Niaso_3871	2506783006
2506857249	Halru_0176	2506783009
2506858795	Halru_1722	2506783009
2506860951	Lepil_R0007	2506783010
2506867045	FsymDg_R0031	2506783011
2506867829	FsymDg_R0041	2506783011
2506871758	Mycch_2628	2506783014
2506872894	Mycch_3764	2506783014
2506988822	N3all_00005730	2506783038
2506989076	N3all_00008270	2506783038
2506989196	N3all_00009500	2506783038
2506989264	N3all_00010180	2506783038
2506989277	N3all_00010310	2506783038
2506991919	N3all_00036800	2506783038
2506993402	N3all_00051650	2506783038
2506999040	N3all_00108060	2506783038
2507002887	N3all_00146570	2506783038
2507008047	N3all_00198250	2506783038
2507008227	N3all_00200050	2506783038
2507008231	N3all_00200090	2506783038
2507009020	N3all_00207990	2506783038
2507009839	N3all_00216180	2506783038
2507009936	N3all_00217150	2506783038
2507010078	N3all_00218570	2506783038
2507010111	N3all_00218900	2506783038
2507040366	Bresa_00154	2506783044
2507040637	Bresa_00425	2506783044
2507041048	Bresa_00836	2506783044
2507042979	Bresa_02767	2506783044
2507043794	Bresa_03583	2506783044
2507043948	Bresa_03737	2506783044
2507044024	Bresa_03813	2506783044
2507047819	Hypde_03760	2506783045
2507047847	Paela_00010	2506783046
2507047914	Paela_00077	2506783046
2507047983	Paela_00146	2506783046
2507048637	Paela_00800	2506783046
2507049434	Paela_01597	2506783046
2507051107	Paela_03270	2506783046
2507053243	Paela_05406	2506783046
2507053449	Paela_05612	2506783046
2507053555	Paela_05718	2506783046
2507054340	HalDL1_0198	2506783047
2507057847	MycrhDRAFT_00339	2506783048
2507062930	MycrhDRAFT_05423	2506783048
2507079585	Halar_R0016	2506783052
2507080860	Halar_R0039	2506783052
2507084621	Gilli_R0040	2506783053
2507084624	Gilli_R0043	2506783053
2507085377	Pse6802_R0006	2506783054
2507087357	Pse6802_R0022	2506783054
2507114372	Thimo_1035	2506783059
2507116645	Thimo_3309	2506783059
2507120226	Mycsm_03104	2506783060
2507121829	Mycsm_04707	2506783060
2507124528	Desaci_0094	2506783061
2507124553	Desaci_0119	2506783061
2507124597	Desaci_0163	2506783061
2507125234	Desaci_0800	2506783061
2507126693	Desaci_2259	2506783061
2507127258	Desaci_2825	2506783061
2507127672	Desaci_3239	2506783061
2507127942	Desaci_3509	2506783061
2507127955	Desaci_3522	2506783061
2507129286	Thethe_00053	2506783062
2507129303	Thethe_00070	2506783062
2507129653	Thethe_00420	2506783062
2507129779	Thethe_00545	2506783062
2507130739	Thethe_01506	2506783062
2507132454	Thiae_0300	2506783063
2507133451	Thiae_1297	2506783063
2507136018	Sulba_1753	2506783064
2507136804	Sulba_2539	2506783064
2507146134	Metli_R0010	2506783068
2507147267	Metli_R0041	2506783068
2507208434	Ferpe_0264	2507149014
2507211275	Psest_1043	2507149015
2507212237	Psest_2005	2507149015
2507212921	Psest_2689	2507149015
2507213865	Psest_3633	2507149015
2507226552	Desdi_0096	2507149019
2507226649	Desdi_0193	2507149019
2507226674	Desdi_0218	2507149019
2507228248	Desdi_1792	2507149019
2507228656	Desdi_2200	2507149019
2507229014	Desdi_2558	2507149019
2507242407	Desme_0094	2507149024
2507242451	Desme_0138	2507149024
2507242494	Desme_0181	2507149024
2507242507	Desme_0194	2507149024
2507243478	Desme_1165	2507149024
2507243874	Desme_1561	2507149024
2507244487	Desme_2174	2507149024
2507244526	Desme_2213	2507149024
2507329885	MetexDRAFT_00065060	2507262015
2507329911	MetexDRAFT_00065330	2507262015
2507330013	MetexDRAFT_00066360	2507262015
2507332731	Tol9009DRAFT_00027140	2507262016
2507402959	DesniDRAFT_0023	2507262026
2507404198	DesniDRAFT_1262	2507262026
2507405286	DesniDRAFT_2351	2507262026
2507405461	DesniDRAFT_2526	2507262026
2507405708	DesniDRAFT_2773	2507262026
2507405815	DesniDRAFT_2880	2507262026
2507408932	MettrDRAFT_2884	2507262027
2507408994	MettrDRAFT_2946	2507262027
2507425234	Desde_0132	2507262031
2507425320	Desde_0218	2507262031
2507425345	Desde_0243	2507262031
2507427219	Desde_2117	2507262031
2507427723	Desde_2621	2507262031
2507428164	Desde_3062	2507262031
2507441981	Sbal625_0042	2507262035
2507442129	Sbal625_0190	2507262035
2507442195	Sbal625_0256	2507262035
2507442402	Sbal625_0463	2507262035
2507442784	Sbal625_0845	2507262035
2507443070	Sbal625_1131	2507262035
2507444720	Sbal625_2782	2507262035
2507446017	Sbal625_4079	2507262035
2507446202	Sbal625_4264	2507262035
2507446468	Sbal625_4530	2507262035
2507461044	Metta_0489	2507262043
2507463520	HydSN_0857	2507262044
2507464022	HydSN_1359	2507262044
2507477680	Cal7103DRAFT_00045820	2507262048
2507478626	Cal7103DRAFT_00055280	2507262048
2507478627	Cal7103DRAFT_00055290	2507262048
2507478628	Cal7103DRAFT_00055300	2507262048
2507479433	Cal7103DRAFT_00063360	2507262048
2507480667	Cal7103DRAFT_00075720	2507262048
2507483042	Cal7103DRAFT_00099500	2507262048
2507489315	Clocl_2270	2507262051
2507490313	Clocl_3268	2507262051
2507490361	Clocl_3316	2507262051
2507490946	Clocl_3901	2507262051
2507490951	Clocl_3906	2507262051
2507491265	Clocl_4220	2507262051
2507492737	Syn8016_1462	2507262052
2507493745	Syn8016_2470	2507262052
2507499289	Cy51472_0148	2507262054
2507499433	Cy51472_0292	2507262054
2507504415	Bra1417DRAFT_0104	2507262055
2507515119	CrFGI571_0422	2507262057
2507515416	CrFGI571_0719	2507262057
2507515781	CrFGI571_1085	2507262057
2507518366	CrFGI571_3670	2507262057
2507518827	CrFGI571_4131	2507262057
2507518961	CrFGI571_4265	2507262057
2507519000	CrFGI571_4304	2507262057
2507519090	CrFGI571_4394	2507262057
2507519199	CrFGI571_4503	2507262057
2507526868	ProkrDRAFT_00018770	2507525000
2508009636	Rleg11DRAFT_00067620	2507525018
2508010189	Rleg11DRAFT_00073170	2507525018
2508505616	DesyoDRAFT_0107	2508501001
2508505646	DesyoDRAFT_0137	2508501001
2508505680	DesyoDRAFT_0171	2508501001
2508506037	DesyoDRAFT_0528	2508501001
2508506044	DesyoDRAFT_0535	2508501001
2508506318	DesyoDRAFT_0809	2508501001
2508507113	DesyoDRAFT_1604	2508501001
2508507623	DesyoDRAFT_2114	2508501001
2508509427	DesyoDRAFT_3918	2508501001
2508510974	Desgi_0009	2508501002
2508512199	Desgi_1234	2508501002
2508512492	Desgi_1527	2508501002
2508512672	Desgi_1707	2508501002
2508512684	Desgi_1719	2508501002
2508515015	Desgi_4050	2508501002
2508515032	Desgi_4067	2508501002
2508515041	Desgi_4076	2508501002
2508519354	GC56T2_0010	2508501004
2508519374	GC56T2_0030	2508501004
2508519444	GC56T2_0100	2508501004
2508519522	GC56T2_0178	2508501004
2508519607	GC56T2_0263	2508501004
2508519635	GC56T2_0291	2508501004
2508519883	GC56T2_0539	2508501004
2508521451	GC56T2_2107	2508501004
2508522244	GC56T2_2900	2508501004
2508545847	Bra471DRAFT_06928	2508501009
2508547212	MetalDRAFT_0864	2508501010
2508550290	MetalDRAFT_3943	2508501010
2508551987	Cyagr_1599	2508501011
2508553359	Cyagr_2971	2508501011
2508554678	SacmaDRAFT_0849	2508501012
2508554880	SacmaDRAFT_1051	2508501012
2508557305	SacmaDRAFT_3477	2508501012
2508560273	SaccyDRAFT_0660	2508501013
2508560472	SaccyDRAFT_0859	2508501013
2508563016	SaccyDRAFT_3404	2508501013
2508594038	BurJ1DRAFT_0470	2508501021
2508600527	DespoDRAFT_0266	2508501023
2508601102	DespoDRAFT_0841	2508501023
2508601810	DespoDRAFT_1549	2508501023
2508603006	DespoDRAFT_2746	2508501023
2508614786	BacJ37DRAFT_00033830	2508501026
2508615572	BacJ37DRAFT_00041760	2508501026
2508615620	BacJ37DRAFT_00042260	2508501026
2508615982	BacJ37DRAFT_00045900	2508501026
2508616446	BacJ37DRAFT_00050550	2508501026
2508616586	BacJ37DRAFT_00051960	2508501026
2508616625	BacJ37DRAFT_00052350	2508501026
2508616698	BacJ37DRAFT_00053080	2508501026
2508620771	BorpeDRAFT_00039950	2508501027
2508624596	CelceDRAFT_00038240	2508501028
2508625915	BacJ33DRAFT_00013280	2508501029
2508626371	BacJ33DRAFT_00017890	2508501029
2508627245	BacJ33DRAFT_00026810	2508501029
2508627512	BacJ33DRAFT_00029510	2508501029
2508628310	BacJ33DRAFT_00037550	2508501029
2508629484	BacJ33DRAFT_00049470	2508501029
2508629624	BacJ33DRAFT_00050890	2508501029
2508629639	BacJ33DRAFT_00051040	2508501029
2508634843	ParpaDRAFT_00046260	2508501030
2508635872	ParJ39DRAFT_00009680	2508501031
2508636153	ParJ39DRAFT_00012500	2508501031
2508639041	ParJ39DRAFT_00041460	2508501031
2508639188	ParJ39DRAFT_00042930	2508501031
2508645912	GLO73106DRAFT_00021650	2508501033
2508647071	GLO73106DRAFT_00033260	2508501033
2508647685	GLO73106DRAFT_00039410	2508501033
2508653320	Xen7305DRAFT_00054220	2508501034
2508659246	BacgiDRAFT_00011800	2508501036
2508659483	BacgiDRAFT_00014190	2508501036
2508660443	BacgiDRAFT_00024010	2508501036
2508660444	BacgiDRAFT_00024020	2508501036
2508660744	BacgiDRAFT_00027080	2508501036
2508661094	BacgiDRAFT_00030650	2508501036
2508661248	BacgiDRAFT_00032210	2508501036
2508661435	BacgiDRAFT_00034130	2508501036
2508661502	BacgiDRAFT_00034810	2508501036
2508661524	BacgiDRAFT_00035050	2508501036
2508661632	BacgiDRAFT_00036150	2508501036
2508666113	AmiJ41DRAFT_00040970	2508501037
2508668905	DesU5LDRAFT_2729	2508501038
2508669559	DesU5LDRAFT_3383	2508501038
2508672584	FrCN3DRAFT_2274	2508501039
2508677464	FrCN3DRAFT_7155	2508501039
2508678194	FrCN3DRAFT_7885	2508501039
2508678794	BCh11DRAFT_0071	2508501040
2508679394	BCh11DRAFT_0671	2508501040
2508680111	BCh11DRAFT_1388	2508501040
2508680344	BCh11DRAFT_1621	2508501040
2508683264	BCh11DRAFT_4543	2508501040
2508683734	BCh11DRAFT_5013	2508501040
2508688641	Syn7502_01841	2508501041
2508690141	Syn7502_03341	2508501041
2508694674	Bra1253DRAFT_04206	2508501042
2508699969	DesteDRAFT_1003	2508501043
2508700110	DesteDRAFT_1144	2508501043
2508701363	DesteDRAFT_2397	2508501043
2508701393	DesteDRAFT_2427	2508501043
2508703730	SacazDRAFT_1270	2508501044
2508705835	SacazDRAFT_3375	2508501044
2508706018	SacazDRAFT_3558	2508501044
2508707221	Theos_0231	2508501045
2508709022	Theos_2033	2508501045
2508710874	Dsui_1336	2508501046
2508711341	Dsui_1803	2508501046
2508715461	BegalDRAFT_2386	2508501047
2508715809	BegalDRAFT_2734	2508501047
2508720846	Thi970DRAFT_4208	2508501048
2508724569	MetMK1DRAFT_00029210	2508501049
2508725373	MicLut6DRAFT_00003150	2508501050
2508737919	Thivi_1910	2508501051
2508738661	Thivi_2652	2508501051
2508740030	Thivi_4022	2508501051
2508741175	MyctuDRAFT_0539	2508501052
2508747099	MyctuDRAFT_6464	2508501052
2508830758	MetszDRAFT_0921	2508501066
2508833107	MetszDRAFT_3271	2508501066
2508837914	OpiT1DRAFT_3322	2508501067
2508840768	TheveDRAFT_0167	2508501068
2508840821	TheveDRAFT_0220	2508501068
2508841339	TheveDRAFT_0738	2508501068
2508842736	Theco_0325	2508501069
2508843936	Theco_1525	2508501069
2508845320	Theco_2909	2508501069
2508845938	Theco_3528	2508501069
2508846159	Theco_3749	2508501069
2508847140	SpiGrapes_0610	2508501070
2508847257	SpiGrapes_0727	2508501070
2508848628	SpiGrapes_2098	2508501070
2508848632	SpiGrapes_2102	2508501070
2508850209	SerS4DRAFT_0397	2508501071
2508850246	SerS4DRAFT_0434	2508501071
2508850817	SerS4DRAFT_1005	2508501071
2508853837	SerS4DRAFT_4026	2508501071
2508854510	SerS4DRAFT_4699	2508501071
2508854773	SerS4DRAFT_4962	2508501071
2508854908	SerS4DRAFT_5097	2508501071
2508874432	Oscil6407DRAFT_00025510	2508501075
2509011595	Oweho_1254	2508501098
2509012103	Oweho_1763	2508501098
2509020457	Rleg4DRAFT_3628	2508501100
2509034918	JonanDRAFT_0090	2508501103
2509035114	JonanDRAFT_0286	2508501103
2509035684	JonanDRAFT_0856	2508501103
2509037507	Metfor_0546	2508501105
2509043723	MycrhN1_3839	2508501106
2509044561	MycrhN1_4677	2508501106
2509046747	ThimaDRAFT_0520	2508501107
2509047096	ThimaDRAFT_0869	2508501107
2509051587	TtJL18_0301	2508501108
2509053131	TtJL18_1846	2508501108
2509055165	AciM339_1371	2508501109
2509057142	EcthaDRAFT_1772	2508501110
2509057252	EcthaDRAFT_1882	2508501110
2509059800	Haur_01144	2508501111
2509060471	Haur_01815	2508501111
2509062020	Haur_03364	2508501111
